City,StationId,StationName,Date,year,month,day_of_week,season,PM2.5,NO2,AQI_Bucket
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-11,2018,2,6,Winter,70.26,11.87,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-12,2018,2,0,Winter,59.47,12.85,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-13,2018,2,1,Winter,58.71,13.88,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-14,2018,2,2,Winter,56.29,16.71,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-15,2018,2,3,Winter,50.41,25.6,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-16,2018,2,4,Winter,57.53,25.03,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-17,2018,2,5,Winter,43.82,16.01,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-18,2018,2,6,Winter,42.71,17.35,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-19,2018,2,0,Winter,54.73,12.79,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-20,2018,2,1,Winter,50.91,16.33,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-21,2018,2,2,Winter,38.5,16.82,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-22,2018,2,3,Winter,32.21,17.33,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-23,2018,2,4,Winter,35.36,17.75,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-24,2018,2,5,Winter,59.65,19.14,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-25,2018,2,6,Winter,46.16,17.19,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-26,2018,2,0,Winter,34.31,20.85,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-27,2018,2,1,Winter,39.52,21.18,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-02-28,2018,2,2,Winter,43.08,19.02,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-01,2018,3,3,Pre-Monsoon,38.1,22.21,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-02,2018,3,4,Pre-Monsoon,33.08,18.83,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-03,2018,3,5,Pre-Monsoon,29.7,17.33,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-04,2018,3,6,Pre-Monsoon,38.67,22.81,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-05,2018,3,0,Pre-Monsoon,30.04,24.74,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-06,2018,3,1,Pre-Monsoon,39.72,26.29,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-07,2018,3,2,Pre-Monsoon,38.21,19.03,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-08,2018,3,3,Pre-Monsoon,58.31,28.85,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-09,2018,3,4,Pre-Monsoon,62.49,22.65,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-10,2018,3,5,Pre-Monsoon,49.04,19.92,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-11,2018,3,6,Pre-Monsoon,41.67,13.08,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-12,2018,3,0,Pre-Monsoon,32.44,19.07,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-13,2018,3,1,Pre-Monsoon,26.43,20.82,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-14,2018,3,2,Pre-Monsoon,25.08,15.22,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-15,2018,3,3,Pre-Monsoon,26.09,10.42,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-16,2018,3,4,Pre-Monsoon,16.62,8.18,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-17,2018,3,5,Pre-Monsoon,49.58,19.05,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-18,2018,3,6,Pre-Monsoon,43.52,20.43,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-19,2018,3,0,Pre-Monsoon,39.83,14.37,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-20,2018,3,1,Pre-Monsoon,36.89,18.83,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-22,2018,3,3,Pre-Monsoon,52.69,14.44,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-23,2018,3,4,Pre-Monsoon,46.48,14.79,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-24,2018,3,5,Pre-Monsoon,44.22,8.53,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-25,2018,3,6,Pre-Monsoon,35.91,6.99,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-26,2018,3,0,Pre-Monsoon,39.05,9.86,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-27,2018,3,1,Pre-Monsoon,30.21,11.29,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-28,2018,3,2,Pre-Monsoon,31.14,10.36,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-29,2018,3,3,Pre-Monsoon,26.82,7.68,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-30,2018,3,4,Pre-Monsoon,26.34,8.43,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-03-31,2018,3,5,Pre-Monsoon,28.48,6.86,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-01,2018,4,6,Pre-Monsoon,21.83,5.28,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-02,2018,4,0,Pre-Monsoon,24.23,14.33,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-03,2018,4,1,Pre-Monsoon,22.29,11.27,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-04,2018,4,2,Pre-Monsoon,25.28,9.65,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-05,2018,4,3,Pre-Monsoon,19.68,6.63,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-07,2018,4,5,Pre-Monsoon,24.4,10.84,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-08,2018,4,6,Pre-Monsoon,20.05,13.54,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-09,2018,4,0,Pre-Monsoon,23.72,8.86,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-10,2018,4,1,Pre-Monsoon,26.12,11.71,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-13,2018,4,4,Pre-Monsoon,7.16,5.22,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-14,2018,4,5,Pre-Monsoon,7.97,6.48,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-15,2018,4,6,Pre-Monsoon,6.48,3.54,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-16,2018,4,0,Pre-Monsoon,7.2,5.73,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-17,2018,4,1,Pre-Monsoon,8.27,5.86,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-19,2018,4,3,Pre-Monsoon,9.21,3.26,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-21,2018,4,5,Pre-Monsoon,19.78,4.9,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-22,2018,4,6,Pre-Monsoon,8.85,3.86,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-25,2018,4,2,Pre-Monsoon,18.48,12.71,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-27,2018,4,4,Pre-Monsoon,11.04,5.11,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-28,2018,4,5,Pre-Monsoon,9.74,4.84,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-04-29,2018,4,6,Pre-Monsoon,10.35,5.55,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-01,2018,5,1,Pre-Monsoon,22.81,6.96,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-02,2018,5,2,Pre-Monsoon,28.54,22.75,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-03,2018,5,3,Pre-Monsoon,18.46,14.17,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-04,2018,5,4,Pre-Monsoon,23.9,26.74,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-09,2018,5,2,Pre-Monsoon,14.42,6.9,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-11,2018,5,4,Pre-Monsoon,12.42,10.28,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-13,2018,5,6,Pre-Monsoon,16.78,5.94,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-14,2018,5,0,Pre-Monsoon,19.77,10.0,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-15,2018,5,1,Pre-Monsoon,22.63,14.93,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-17,2018,5,3,Pre-Monsoon,15.2,9.26,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-18,2018,5,4,Pre-Monsoon,9.58,9.05,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-20,2018,5,6,Pre-Monsoon,16.44,7.26,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-22,2018,5,1,Pre-Monsoon,13.23,5.4,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-24,2018,5,3,Pre-Monsoon,25.62,13.88,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-25,2018,5,4,Pre-Monsoon,40.32,11.3,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-26,2018,5,5,Pre-Monsoon,13.07,8.59,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-27,2018,5,6,Pre-Monsoon,16.56,7.25,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-28,2018,5,0,Pre-Monsoon,19.57,7.72,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-29,2018,5,1,Pre-Monsoon,30.96,10.82,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-30,2018,5,2,Pre-Monsoon,32.1,10.17,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-05-31,2018,5,3,Pre-Monsoon,31.82,9.57,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-01,2018,6,4,Monsoon,37.5,11.57,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-02,2018,6,5,Monsoon,23.25,15.21,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-03,2018,6,6,Monsoon,27.42,19.38,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-04,2018,6,0,Monsoon,31.26,10.78,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-05,2018,6,1,Monsoon,28.12,13.18,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-06,2018,6,2,Monsoon,32.33,18.42,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-07,2018,6,3,Monsoon,19.29,13.9,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-08,2018,6,4,Monsoon,17.99,10.45,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-09,2018,6,5,Monsoon,12.72,9.03,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-10,2018,6,6,Monsoon,13.65,6.11,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-11,2018,6,0,Monsoon,17.64,10.06,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-12,2018,6,1,Monsoon,23.43,13.82,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-13,2018,6,2,Monsoon,25.92,15.08,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-14,2018,6,3,Monsoon,32.7,11.83,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-15,2018,6,4,Monsoon,31.58,13.57,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-16,2018,6,5,Monsoon,22.9,10.96,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-17,2018,6,6,Monsoon,24.23,8.32,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-18,2018,6,0,Monsoon,17.92,7.85,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-19,2018,6,1,Monsoon,17.38,9.13,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-20,2018,6,2,Monsoon,19.06,11.31,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-21,2018,6,3,Monsoon,18.81,11.7,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-22,2018,6,4,Monsoon,18.69,12.39,Moderate
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-23,2018,6,5,Monsoon,17.85,11.42,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-24,2018,6,6,Monsoon,18.09,7.26,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-25,2018,6,0,Monsoon,18.93,7.4,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-26,2018,6,1,Monsoon,16.86,8.54,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-27,2018,6,2,Monsoon,16.85,10.6,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-28,2018,6,3,Monsoon,16.46,17.41,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-29,2018,6,4,Monsoon,18.4,13.66,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-06-30,2018,6,5,Monsoon,20.31,12.76,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-01,2018,7,6,Monsoon,23.99,16.64,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-02,2018,7,0,Monsoon,20.36,15.53,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-03,2018,7,1,Monsoon,15.08,13.96,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-04,2018,7,2,Monsoon,19.42,13.23,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-05,2018,7,3,Monsoon,13.93,10.72,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-06,2018,7,4,Monsoon,18.29,17.63,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-07,2018,7,5,Monsoon,17.25,6.82,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-08,2018,7,6,Monsoon,13.43,5.31,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-09,2018,7,0,Monsoon,16.83,7.43,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-10,2018,7,1,Monsoon,18.16,6.81,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-11,2018,7,2,Monsoon,16.89,6.37,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-12,2018,7,3,Monsoon,15.95,7.16,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-13,2018,7,4,Monsoon,14.05,7.74,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-14,2018,7,5,Monsoon,9.85,7.5,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-15,2018,7,6,Monsoon,8.68,5.01,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-16,2018,7,0,Monsoon,7.5,6.56,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-17,2018,7,1,Monsoon,7.75,8.7,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-18,2018,7,2,Monsoon,10.45,11.13,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-19,2018,7,3,Monsoon,12.7,9.81,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-20,2018,7,4,Monsoon,14.48,12.77,Good
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-21,2018,7,5,Monsoon,17.96,14.95,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-22,2018,7,6,Monsoon,16.87,7.8,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-24,2018,7,1,Monsoon,17.42,16.26,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-25,2018,7,2,Monsoon,17.79,16.25,Satisfactory
Amaravati,AP001,"Secretariat, Amaravati - APPCB",2018-07-26,2018,7,3,Monsoon,18.75,15.45,Satisfactory
